h3_pair,count,origin_h3,destination_h3,actual_eta_mean,baseline_mae,residual_mae,residual_improvement_vs_baseline,residual_p90_abs_error
89415cb46afffff->89415ca640bffff,23,89415cb46afffff,89415ca640bffff,2751.4347826086955,487.30434782608694,123.0768010408982,364.22754678518874,191.70699462890627
89414368657ffff->894143682c3ffff,26,89414368657ffff,894143682c3ffff,840.3846153846154,516.3846153846154,123.0677425127763,393.31687287183905,263.10646057128906
89415cb4e3bffff->89415cb5dc7ffff,20,89415cb4e3bffff,89415cb5dc7ffff,742.3,357.35,122.98755700588227,234.36244299411777,198.1983543395996
89415cb49afffff->89415cb4e43ffff,29,89415cb49afffff,89415cb4e43ffff,2159.3793103448274,492.44827586206895,122.87070157610137,369.57757428596756,219.45825195312491
89415cb4cd7ffff->89415cb4987ffff,25,89415cb4cd7ffff,89415cb4987ffff,1174.88,416.04,122.82019313335418,293.21980686664585,279.9759826660157
89415cb4bc3ffff->89415cb4e3bffff,37,89415cb4bc3ffff,89415cb4e3bffff,948.5405405405405,437.3243243243243,122.42522981843433,314.89909450589,213.01096191406248
89415cb4987ffff->89414369647ffff,60,89415cb4987ffff,89414369647ffff,1131.3666666666666,430.5833333333333,122.41120492468278,308.17212840865056,244.69224853515627
89415cb4a47ffff->89415cb4b97ffff,28,89415cb4a47ffff,89415cb4b97ffff,939.1785714285714,363.25,122.39575808388847,240.85424191611153,286.73540954589845
89415cb4b97ffff->89415cb5dc7ffff,31,89415cb4b97ffff,89415cb5dc7ffff,1503.3548387096773,377.19354838709677,122.29831667484775,254.89523171224903,255.62261962890625
89415cb4a47ffff->89415cb5db3ffff,22,89415cb4a47ffff,89415cb5db3ffff,694.4545454545455,453.6363636363636,122.28684212944724,331.3495215069164,294.9489166259766
89414368657ffff->89415ca640bffff,22,89414368657ffff,89415ca640bffff,2669.681818181818,484.45454545454544,122.24159912629561,362.2129463282498,252.63281250000006
89415cb4193ffff->89415cb46afffff,30,89415cb4193ffff,89415cb46afffff,1053.9333333333334,405.73333333333335,122.12368701299032,283.609646320343,209.86678466796874
89415cb4b0fffff->89415ca640bffff,40,89415cb4b0fffff,89415ca640bffff,830.025,411.55,121.92147565037013,289.62852434962986,271.29395751953126
89415cb4e3bffff->89415cb4e43ffff,37,89415cb4e3bffff,89415cb4e43ffff,535.3783783783783,371.2432432432432,121.71717501975395,249.5260682234893,270.44407958984374
89415cb4193ffff->89415cb4b0fffff,28,89415cb4193ffff,89415cb4b0fffff,2119.464285714286,499.35714285714283,121.62651697226933,377.7306258848735,246.22604522705083
89415cb5db3ffff->89415cb4987ffff,30,89415cb5db3ffff,89415cb4987ffff,1917.2333333333333,486.3333333333333,121.35830028057099,364.97503305276234,247.2067810058594
89415ca640bffff->89415cb5dc7ffff,23,89415ca640bffff,89415cb5dc7ffff,1520.0869565217392,373.5217391304348,121.30290682419486,252.21883230623996,269.74638671875005
89415cb4e3bffff->89415cb49afffff,27,89415cb4e3bffff,89415cb49afffff,1323.148148148148,295.44444444444446,121.20553518666162,174.23890925778284,209.61925048828135
89415cb4b0fffff->89414369617ffff,36,89415cb4b0fffff,89414369617ffff,1056.8055555555557,485.3888888888889,121.2005911283195,364.1882977605694,263.59619140625
89415cb4d47ffff->89415cb4b97ffff,24,89415cb4d47ffff,89415cb4b97ffff,1120.8333333333333,519.7083333333334,121.11290661493938,398.595426718394,249.07745361328125
8941436945bffff->89415cb4e3bffff,17,8941436945bffff,89415cb4e3bffff,1706.2941176470588,426.47058823529414,120.6424894775538,305.82809875774035,202.77341766357424
89415cb4e3bffff->89415cb4987ffff,22,89415cb4e3bffff,89415cb4987ffff,1540.3636363636363,513.8636363636364,120.5934158726172,393.2702204910192,199.4612564086914
89415cb4ba3ffff->89415cb687bffff,31,89415cb4ba3ffff,89415cb687bffff,1639.6451612903227,301.2903225806452,120.37727044618899,180.9130521344562,197.86031341552734
89415cb4b97ffff->89414369647ffff,53,89415cb4b97ffff,89414369647ffff,951.5283018867924,443.3018867924528,120.34603541537697,322.9558513770759,218.36953125000014
89414369617ffff->89415cb4bc3ffff,25,89414369617ffff,89415cb4bc3ffff,1055.92,436.28,120.16753683716058,316.1124631628394,203.0106201171875
89415cb684bffff->89414369617ffff,25,89415cb684bffff,89414369617ffff,2047.24,320.68,120.10688165187835,200.57311834812165,198.6233642578125
89415cb5dc7ffff->89415cb4a47ffff,29,89415cb5dc7ffff,89415cb4a47ffff,855.2413793103449,383.6551724137931,120.04233096796891,263.6128414458242,248.6109008789062
89414368657ffff->89415cb49afffff,33,89414368657ffff,89415cb49afffff,1437.7272727272727,371.1212121212121,119.98375751032974,251.1374546108824,252.20510864257812
89414369647ffff->89415cb4193ffff,56,89414369647ffff,89415cb4193ffff,2525.214285714286,451.05357142857144,119.97410953364202,331.0794618949294,222.43649291992188
89415cb49afffff->894143682c3ffff,24,89415cb49afffff,894143682c3ffff,1881.5,464.0833333333333,119.22208007176717,344.86125326156616,243.3222198486328
89415ca7123ffff->89415ca640bffff,26,89415ca7123ffff,89415ca640bffff,2164.5384615384614,482.8076923076923,118.97145070479466,363.83624160289764,232.33641052246094
8941436945bffff->89415cb5dc7ffff,26,8941436945bffff,89415cb5dc7ffff,2160.653846153846,405.7692307692308,118.96345721643705,286.8057735527937,206.41448974609375
89415ca640bffff->89415cb4d47ffff,30,89415ca640bffff,89415cb4d47ffff,1755.3666666666666,390.6666666666667,118.92311170895894,271.7435549577077,253.14216613769537
89415cb4cd7ffff->89415cb46afffff,21,89415cb4cd7ffff,89415cb46afffff,1842.3333333333333,448.42857142857144,118.53934501466297,329.8892264139085,220.7957763671875
89415cb687bffff->89415cb5dc7ffff,29,89415cb687bffff,89415cb5dc7ffff,2068.6206896551726,394.58620689655174,118.45077626869596,276.1354306278558,208.12273406982422
89415cb5dc7ffff->89415cb49afffff,27,89415cb5dc7ffff,89415cb49afffff,2013.8148148148148,378.0740740740741,118.13649051277726,259.93758356129683,229.82785644531256
89414369617ffff->89415cb4d5bffff,29,89414369617ffff,89415cb4d5bffff,1576.8275862068965,454.2068965517241,117.84848134476563,336.3584152069585,310.3672241210937
89415cb5db3ffff->89415cb4d47ffff,18,89415cb5db3ffff,89415cb4d47ffff,1209.888888888889,363.44444444444446,117.76432308223512,245.68012136220932,265.95642089843756
89415ca640bffff->89415cb684bffff,21,89415ca640bffff,89415cb684bffff,2301.809523809524,423.0,117.74369512285504,305.25630487714494,220.59536743164062
89415cb687bffff->89414369617ffff,26,89415cb687bffff,89414369617ffff,2629.576923076923,508.84615384615387,117.43338596820831,391.41276787794556,202.75469207763672
89415cb4b97ffff->89415cb4e43ffff,26,89415cb4b97ffff,89415cb4e43ffff,1059.5,335.0,117.41294517883888,217.58705482116113,174.53713607788086
89415cb687bffff->89415cb4b97ffff,28,89415cb687bffff,89415cb4b97ffff,1712.357142857143,390.07142857142856,117.348007610866,272.7234209605625,248.62852172851564
89415cb46afffff->89415cb684bffff,28,89415cb46afffff,89415cb684bffff,2016.357142857143,389.4642857142857,117.31004444190434,272.1542412723814,211.6212768554688
89415cb5db3ffff->89415cb4e3bffff,30,89415cb5db3ffff,89415cb4e3bffff,699.5666666666667,436.7,117.22521774172783,319.47478225827217,286.12866516113286
89414369647ffff->89415cb5db3ffff,52,89414369647ffff,89415cb5db3ffff,1648.576923076923,321.88461538461536,117.18125064556415,204.7033647390512,196.2768241882324
89415cb684bffff->89415ca7123ffff,21,89415cb684bffff,89415ca7123ffff,4371.142857142857,384.6666666666667,117.09116339399701,267.57550327266966,258.4100341796875
89414369647ffff->89415cb4d5bffff,64,89414369647ffff,89415cb4d5bffff,1740.515625,474.59375,116.65042469697073,357.94332530302927,250.3853942871094
89415cb684bffff->8941436945bffff,20,89415cb684bffff,8941436945bffff,2256.8,394.0,116.5084294438362,277.49157055616377,205.02437896728523
89415cb4ba3ffff->89415cb5db3ffff,20,89415cb4ba3ffff,89415cb5db3ffff,1110.35,300.15,116.49020829200745,183.65979170799253,213.87400131225593
89415ca640bffff->89415cb4b97ffff,31,89415ca640bffff,89415cb4b97ffff,903.9032258064516,288.06451612903226,116.45549296755945,171.6090231614728,238.86212158203125
89415cb4193ffff->89415cb4e3bffff,25,89415cb4193ffff,89415cb4e3bffff,1176.08,403.24,116.42154318809509,286.8184568119049,217.00491638183595
89415cb4d5bffff->89415ca7123ffff,25,89415cb4d5bffff,89415ca7123ffff,3595.68,559.6,116.25679319381715,443.3432068061829,262.0768676757813
894143682c3ffff->89415cb4d5bffff,22,894143682c3ffff,89415cb4d5bffff,2207.409090909091,374.95454545454544,116.13155941529708,258.82298603924835,212.2780502319336
89415cb46afffff->89414369617ffff,17,89415cb46afffff,89414369617ffff,3371.529411764706,426.0,115.76995024961583,310.2300497503842,284.5618103027344
89415cb4b97ffff->89415cb4987ffff,16,89415cb4b97ffff,89415cb4987ffff,553.625,298.8125,115.75480349967256,183.05769650032744,171.16232299804688
89415cb5dc7ffff->89414369617ffff,23,89415cb5dc7ffff,89414369617ffff,2744.1304347826085,487.3478260869565,115.73695248106252,371.61087360589397,179.16494140625
89415cb4cd7ffff->89415cb684bffff,24,89415cb4cd7ffff,89415cb684bffff,899.3333333333334,430.7916666666667,115.66829190651576,315.1233747601509,212.31341857910155
89415cb687bffff->89415cb49afffff,21,89415cb687bffff,89415cb49afffff,1905.4285714285713,367.6190476190476,115.3747460898899,252.2443015291577,172.1777114868164
8941436945bffff->89415cb4ba3ffff,33,8941436945bffff,89415cb4ba3ffff,726.939393939394,415.1212121212121,115.1805008523392,299.9407112688729,245.56928100585938
89415cb4d47ffff->89415cb5dc7ffff,29,89415cb4d47ffff,89415cb5dc7ffff,1709.7586206896551,447.1034482758621,115.16578957130169,331.9376587045604,253.4644897460937
89415cb4d5bffff->894143682c3ffff,28,89415cb4d5bffff,894143682c3ffff,2478.6071428571427,386.7857142857143,115.16482099464962,271.62089329106465,255.65498504638674
89415cb4ba3ffff->89414368657ffff,28,89415cb4ba3ffff,89414368657ffff,1496.4285714285713,278.57142857142856,114.9726796980415,163.59874887338705,231.63819580078126
89415cb4e3bffff->89415cb687bffff,30,89415cb4e3bffff,89415cb687bffff,1479.6333333333334,401.26666666666665,114.59398870666821,286.67267795999845,257.06235351562503
89414368657ffff->89415cb4b0fffff,24,89414368657ffff,89415cb4b0fffff,2122.8333333333335,328.2083333333333,114.56825796763103,213.64007536570227,227.5741180419922
89415cb4cd7ffff->89415cb5db3ffff,20,89415cb4cd7ffff,89415cb5db3ffff,1405.15,516.95,114.35543699860573,402.5945630013943,210.19278564453128
89415cb4cd7ffff->89414368657ffff,28,89415cb4cd7ffff,89414368657ffff,2612.8928571428573,351.39285714285717,114.08184637342181,237.31101076943537,207.46643371582033
89415cb4d47ffff->89415cb4bc3ffff,32,89415cb4d47ffff,89415cb4bc3ffff,1165.46875,510.4375,113.9987444091239,396.4387555908761,191.97767333984376
89415cb4193ffff->894143682c3ffff,26,89415cb4193ffff,894143682c3ffff,3415.3076923076924,430.96153846153845,113.8945144873399,317.06702397419855,271.84112548828125
89415cb4ba3ffff->89415cb4b0fffff,31,89415cb4ba3ffff,89415cb4b0fffff,614.4193548387096,449.7096774193548,113.82997783537834,335.8796995839765,261.1427001953125
89415cb4d47ffff->89415cb4b0fffff,25,89415cb4d47ffff,89415cb4b0fffff,1181.48,443.72,113.7999768409133,329.9200231590867,262.2885375976563
89414369617ffff->89414368657ffff,7,89414369617ffff,89414368657ffff,1354.857142857143,330.7142857142857,113.71170582090106,217.00257989338468,206.86611480712895
89414369617ffff->89415cb4cd7ffff,29,89414369617ffff,89415cb4cd7ffff,1809.4137931034484,332.1034482758621,113.58198558873144,218.52146268713065,290.9006713867187
89415cb4a47ffff->89415cb4e43ffff,29,89415cb4a47ffff,89415cb4e43ffff,832.7931034482758,397.58620689655174,113.41573679036108,284.1704701061907,220.57041015624998
89414369617ffff->89414369647ffff,65,89414369617ffff,89414369647ffff,651.8461538461538,451.7076923076923,113.34898050748384,338.3587118002084,282.64946289062505
89415cb684bffff->89415cb49afffff,20,89415cb684bffff,89415cb49afffff,1956.6,435.3,113.3126272559166,321.9873727440834,196.6908172607422
89415cb4e3bffff->89415cb4bc3ffff,31,89415cb4e3bffff,89415cb4bc3ffff,761.9354838709677,314.93548387096774,113.2876903477215,201.64779352324626,239.39361572265625
89415cb4ba3ffff->89415ca7123ffff,27,89415cb4ba3ffff,89415ca7123ffff,2844.5555555555557,448.5925925925926,113.27631828520033,335.3162743073923,218.76050415039063
8941436945bffff->89415cb684bffff,26,8941436945bffff,89415cb684bffff,2583.923076923077,419.65384615384613,113.19927688745352,306.4545692663926,239.1685562133789
89415cb4ba3ffff->89415ca640bffff,36,89415cb4ba3ffff,89415ca640bffff,1170.3333333333333,446.9166666666667,112.87816242796059,334.0385042387061,237.3652572631836
89415cb49afffff->89415cb5dc7ffff,24,89415cb49afffff,89415cb5dc7ffff,2111.0,444.4166666666667,112.61497873067856,331.8016879359881,222.3686584472656
89415cb4cd7ffff->89415cb4bc3ffff,31,89415cb4cd7ffff,89415cb4bc3ffff,1087.741935483871,286.19354838709677,111.8548765653564,174.33867182174038,259.0538330078125
89415ca7123ffff->89415cb4b97ffff,23,89415ca7123ffff,89415cb4b97ffff,2317.086956521739,340.8695652173913,111.84989305164503,229.01967216574627,230.6969909667969
89415cb684bffff->89415cb4b0fffff,23,89415cb684bffff,89415cb4b0fffff,2542.6521739130435,438.5217391304348,111.8053488238998,326.716390306535,200.50972900390624
8941436945bffff->89415cb49afffff,34,8941436945bffff,89415cb49afffff,606.7352941176471,427.61764705882354,111.42061256661134,316.1970344922122,236.5448547363281
894143682c3ffff->89415cb4193ffff,26,894143682c3ffff,89415cb4193ffff,3507.4615384615386,441.03846153846155,111.34517510206653,329.693286436395,265.2232666015625
89415cb4e3bffff->89415cb4d47ffff,26,89415cb4e3bffff,89415cb4d47ffff,1125.7692307692307,430.53846153846155,111.21890562314253,319.31955591531903,186.01744079589844
89415cb46afffff->89415cb4ba3ffff,30,89415cb46afffff,89415cb4ba3ffff,3123.133333333333,468.6333333333333,111.14067591826121,357.49265741507213,204.89321899414068
89415cb4ba3ffff->8941436945bffff,26,89415cb4ba3ffff,8941436945bffff,777.0384615384615,396.4230769230769,111.1145993746244,285.3084775484525,256.3465576171875
8941436945bffff->89415cb4e43ffff,18,8941436945bffff,89415cb4e43ffff,2140.1111111111113,465.6666666666667,110.99381595187717,354.67285071478955,201.99653625488284
89415cb684bffff->89415cb4e43ffff,15,89415cb684bffff,89415cb4e43ffff,2391.133333333333,677.7333333333333,110.97359428405761,566.7597390492757,181.51154785156248
89415cb5db3ffff->89415cb4b0fffff,29,89415cb5db3ffff,89415cb4b0fffff,1309.3793103448277,417.44827586206895,110.65767079797284,306.7906050640961,238.8108276367187
8941436945bffff->89415cb4987ffff,5,8941436945bffff,89415cb4987ffff,1027.0,633.2,110.20028686523438,522.9997131347657,236.23548583984376
89415cb4987ffff->89415ca640bffff,28,89415cb4987ffff,89415ca640bffff,1551.9285714285713,372.39285714285717,109.63412587983268,262.7587312630245,208.63375854492188
89414368657ffff->89415cb4ba3ffff,30,89414368657ffff,89415cb4ba3ffff,1761.1333333333334,381.73333333333335,109.2048237601916,272.5285095731417,251.77583312988287
89415cb4987ffff->8941436945bffff,5,89415cb4987ffff,8941436945bffff,468.4,197.6,108.92168083190919,88.67831916809081,165.14503784179686
894143682c3ffff->89415cb684bffff,16,894143682c3ffff,89415cb684bffff,2993.1875,449.8125,108.87634986639023,340.9361501336098,176.20782470703125
89415cb4193ffff->89415cb4b97ffff,23,89415cb4193ffff,89415cb4b97ffff,1606.2608695652175,421.82608695652175,108.85532533604166,312.97076162048006,205.2864990234375
89415cb46afffff->89415cb4b0fffff,28,89415cb46afffff,89415cb4b0fffff,2957.25,461.82142857142856,108.81469196294036,353.0067366084882,224.00669555664064
89415cb46afffff->89415cb4193ffff,20,89415cb46afffff,89415cb4193ffff,961.0,288.6,108.3049320012331,180.2950679987669,264.54291992187507
89415cb687bffff->89414369647ffff,50,89415cb687bffff,89414369647ffff,2318.7,372.0,108.1139800643921,263.8860199356079,194.27335243225102
89415cb4cd7ffff->89414369617ffff,35,89415cb4cd7ffff,89414369617ffff,2013.0285714285715,411.22857142857146,107.6705845466682,303.5579868819033,250.87798309326172
89415cb684bffff->89415cb4a47ffff,25,89415cb684bffff,89415cb4a47ffff,2161.92,375.76,107.60963188171387,268.1503681182861,215.8384155273438
89415ca640bffff->89414368657ffff,30,89415ca640bffff,89414368657ffff,2805.866666666667,468.6,107.08052943299214,361.5194705670079,223.1510986328126
89415cb4193ffff->89415cb4d47ffff,28,89415cb4193ffff,89415cb4d47ffff,1477.142857142857,331.9642857142857,107.06545514719826,224.89883056708746,177.56514129638674
89415cb4d5bffff->89415ca640bffff,21,89415cb4d5bffff,89415ca640bffff,1423.5714285714287,380.5238095238095,107.03895378680457,273.484855737005,229.89196014404297
89415cb4e43ffff->89415cb4d5bffff,23,89415cb4e43ffff,89415cb4d5bffff,1178.3478260869565,457.17391304347825,106.43884793571804,350.7350651077602,198.2474304199219
89414369617ffff->89415ca7123ffff,25,89414369617ffff,89415ca7123ffff,2620.12,408.0,106.32205887317657,301.67794112682344,221.13906250000005
89415cb4e43ffff->89415cb4e3bffff,20,89415cb4e43ffff,89415cb4e3bffff,475.85,328.6,105.65191308259963,222.9480869174004,291.82215270996096
89415cb4d47ffff->89415cb4e3bffff,15,89415cb4d47ffff,89415cb4e3bffff,1053.8,425.46666666666664,105.31487034161886,320.15179632504777,192.458544921875
89415cb46afffff->89415cb4bc3ffff,30,89415cb46afffff,89415cb4bc3ffff,2442.3,409.4,104.78058479626974,304.6194152037302,204.46733169555665
89415cb4b97ffff->89415cb4193ffff,25,89415cb4b97ffff,89415cb4193ffff,2341.44,474.52,104.46226184844971,370.05773815155027,207.560400390625
89415cb4e3bffff->8941436945bffff,29,89415cb4e3bffff,8941436945bffff,1786.2413793103449,415.3448275862069,104.3349734668074,311.0098541193995,253.0892578125
89415cb4987ffff->89415cb4d47ffff,25,89415cb4987ffff,89415cb4d47ffff,675.92,347.2,104.32333860397338,242.8766613960266,246.12143554687503
89414368657ffff->89415cb4d5bffff,22,89414368657ffff,89415cb4d5bffff,2258.409090909091,465.95454545454544,104.03736564246091,361.91717981208456,231.9668395996095
89415cb49afffff->8941436945bffff,26,89415cb49afffff,8941436945bffff,536.8076923076923,379.03846153846155,103.73023896950941,275.30822256895215,203.49960327148438
89414368657ffff->8941436945bffff,7,89414368657ffff,8941436945bffff,792.5714285714286,231.28571428571428,103.3500565120152,127.93565777369908,221.32095489501955
89415cb4e43ffff->89415cb4bc3ffff,28,89415cb4e43ffff,89415cb4bc3ffff,1327.8214285714287,522.2857142857143,102.46669428256739,419.81902000314693,205.75526504516603
89415cb4b97ffff->89415cb4bc3ffff,24,89415cb4b97ffff,89415cb4bc3ffff,557.9166666666666,390.9166666666667,101.5151641368866,289.4015025297801,192.9864194869995
89414369617ffff->89415cb684bffff,23,89414369617ffff,89415cb684bffff,2497.1304347826085,346.95652173913044,101.10378341571145,245.85273832341898,214.0255981445313
89415cb4b97ffff->89415cb4ba3ffff,5,89415cb4b97ffff,89415cb4ba3ffff,393.0,247.4,101.02468018531799,146.37531981468203,173.4518249511719
89415cb4e3bffff->89415cb684bffff,26,89415cb4e3bffff,89415cb684bffff,1481.6153846153845,410.15384615384613,100.84104650295697,309.31279965088913,168.70225524902344
89415cb4e43ffff->89415cb4b0fffff,13,89415cb4e43ffff,89415cb4b0fffff,1513.5384615384614,422.0,100.64870744485121,321.3512925551488,169.29881591796877
89414369617ffff->89415cb4a47ffff,27,89414369617ffff,89415cb4a47ffff,1752.8148148148148,502.7037037037037,100.63530078419933,402.06840291950436,183.0818817138672
89415cb684bffff->89415cb4d47ffff,26,89415cb684bffff,89415cb4d47ffff,1227.0384615384614,289.5769230769231,100.43230276841383,189.14462030850927,184.65473556518555
8941436945bffff->89415cb687bffff,17,8941436945bffff,89415cb687bffff,2719.5882352941176,515.2352941176471,100.18567616799298,415.0496179496541,228.9173583984375
89415cb4e43ffff->89415cb684bffff,21,89415cb4e43ffff,89415cb684bffff,2143.4761904761904,545.0,99.74357041858491,445.2564295814151,230.8984375
89415cb4bc3ffff->89415cb4987ffff,21,89415cb4bc3ffff,89415cb4987ffff,727.6190476190476,281.42857142857144,99.57940932682583,181.8491621017456,197.74861907958984
8941436945bffff->89415cb5db3ffff,28,8941436945bffff,89415cb5db3ffff,2555.75,562.2142857142857,98.59661134651729,463.61767436776836,239.21012496948254
89415cb4b97ffff->89415cb4b0fffff,23,89415cb4b97ffff,89415cb4b0fffff,693.5652173913044,441.0869565217391,97.05258460148521,344.03437192025393,222.2944580078125
89415cb4193ffff->89415cb4d5bffff,30,89415cb4193ffff,89415cb4d5bffff,907.7,262.5,96.75882593293984,165.74117406706017,175.7819564819336
89415cb687bffff->89415cb4987ffff,26,89415cb687bffff,89415cb4987ffff,1060.6153846153845,204.30769230769232,96.570191520911,107.73750078678133,221.86328125
89414368657ffff->89414369617ffff,8,89414368657ffff,89414369617ffff,1295.5,368.375,95.84344577789307,272.53155422210693,173.51119995117188
89415cb684bffff->89415cb4193ffff,25,89415cb684bffff,89415cb4193ffff,505.12,257.92,94.63948123931885,163.28051876068116,174.14865417480468
89415cb4ba3ffff->89415cb4b97ffff,9,89415cb4ba3ffff,89415cb4b97ffff,783.4444444444445,628.7777777777778,92.37107170952692,536.406706068251,231.57414550781252
89415cb4bc3ffff->89415ca7123ffff,13,89415cb4bc3ffff,89415ca7123ffff,2370.076923076923,305.7692307692308,92.27205122434177,213.497179544889,166.11787109375
89415cb46afffff->89415cb4a47ffff,23,89415cb46afffff,89415cb4a47ffff,2377.8260869565215,426.5652173913044,91.54522730377705,335.01999008752733,174.14984130859375
89415cb684bffff->89415cb4987ffff,21,89415cb684bffff,89415cb4987ffff,1885.952380952381,442.6190476190476,91.48985461961655,351.12919299943104,158.3731517791748
89415cb4d5bffff->89415cb4ba3ffff,8,89415cb4d5bffff,89415cb4ba3ffff,699.0,262.625,91.41287297010422,171.21212702989578,176.38447418212888
89415cb684bffff->894143682c3ffff,31,89415cb684bffff,894143682c3ffff,2318.032258064516,282.93548387096774,91.04855752375818,191.88692634720957,169.31994318962097
89415cb5dc7ffff->89415cb4193ffff,18,89415cb5dc7ffff,89415cb4193ffff,1528.9444444444443,482.55555555555554,89.85445221265157,392.701103342904,169.4618667602539
89415cb4e43ffff->89415cb5db3ffff,7,89415cb4e43ffff,89415cb5db3ffff,206.28571428571428,101.0,88.02581024169922,12.974189758300781,169.2430534362793
89415cb4ba3ffff->89415cb4bc3ffff,23,89415cb4ba3ffff,89415cb4bc3ffff,543.5217391304348,381.9130434782609,84.41174587218657,297.50129760607433,212.59575805664068
89415cb4d5bffff->89415cb4b97ffff,5,89415cb4d5bffff,89415cb4b97ffff,571.4,215.2,83.67751812934875,131.52248187065123,127.56888732910157
89415cb46afffff->89415cb4e3bffff,22,89415cb46afffff,89415cb4e3bffff,1911.590909090909,413.90909090909093,83.03558706449853,330.8735038445924,161.38577880859378
89415cb4d47ffff->89415cb4d5bffff,19,89415cb4d47ffff,89415cb4d5bffff,598.2631578947369,453.5263157894737,73.02643670533833,380.4998790841354,201.28181152343748
89415ca640bffff->89415cb687bffff,21,89415ca640bffff,89415cb687bffff,2677.0,371.0952380952381,72.93699471155803,298.15824338368003,117.47830200195312
89415cb5db3ffff->89415cb5dc7ffff,26,89415cb5db3ffff,89415cb5dc7ffff,580.8076923076923,404.53846153846155,67.83253591564986,336.7059256228117,153.23089218139648
89415cb4b0fffff->89414369647ffff,11,89415cb4b0fffff,89414369647ffff,740.8181818181819,386.8181818181818,63.62440074573863,323.1937810724432,139.16375732421875
